Year,Neonatal period,Age,Birthweight,Country,Region,Country of birth,Sex,Units,Unit multiplier,Observation status,GeoCode,Value
2010,,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,11.6
2010,Early neonatal,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,8.6
2010,Late neonatal,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.0
2011,,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,12.4
2011,Early neonatal,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,9.2
2011,Late neonatal,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.3
2012,,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,11.0
2012,Early neonatal,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,8.7
2012,Late neonatal,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.3
2013,,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,10.7
2013,Early neonatal,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,8.1
2013,Late neonatal,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.6
2014,,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,11.4
2014,Early neonatal,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,9.5
2014,Late neonatal,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.9
2015,,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,11.9
2015,Early neonatal,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,8.4
2015,Late neonatal,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.5
2016,,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,12.6
2016,Early neonatal,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,9.8
2016,Late neonatal,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.8
2017,,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,12.2
2017,Early neonatal,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,8.1
2017,Late neonatal,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.1
2018,,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,9.1
2018,Early neonatal,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,6.7
2018,Late neonatal,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.4
2019,,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,7.6
2019,Early neonatal,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,5.6
2019,Late neonatal,,1500 to 1999,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,2.0
2005,,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.8
2005,Early neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.3
2005,Late neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.6
2006,,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.3
2006,Early neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.9
2006,Late neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.3
2007,,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,5.7
2007,Early neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.4
2007,Late neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.3
2008,,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.3
2008,Early neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.9
2008,Late neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.4
2009,,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.7
2009,Early neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.2
2009,Late neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.5
2010,,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.3
2010,Early neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.0
2010,Late neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.3
2011,,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.7
2011,Early neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.6
2011,Late neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.0
2012,,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.9
2012,Early neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.7
2012,Late neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.2
2013,,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.9
2013,Early neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.1
2013,Late neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2014,,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.6
2014,Early neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.5
2014,Late neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.0
2015,,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.6
2015,Early neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.5
2015,Late neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.1
2016,,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.8
2016,Early neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.8
2016,Late neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.0
2017,,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.5
2017,Early neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.5
2017,Late neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.0
2018,,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.5
2018,Early neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.4
2018,Late neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.1
2019,,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.4
2019,Early neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.7
2019,Late neonatal,,2000 to 2499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2005,,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.7
2005,Early neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.1
2005,Late neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2006,,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.8
2006,Early neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.3
2006,Late neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2007,,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.9
2007,Early neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.3
2007,Late neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2008,,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.5
2008,Early neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.0
2008,Late neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2009,,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.7
2009,Early neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.1
2009,Late neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2010,,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.5
2010,Early neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.1
2010,Late neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2011,,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.3
2011,Early neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.9
2011,Late neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2012,,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.4
2012,Early neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2012,Late neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2013,,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.3
2013,Early neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2013,Late neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2014,,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.1
2014,Early neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2014,Late neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2015,,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.1
2015,Early neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2015,Late neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2016,,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.1
2016,Early neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2016,Late neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2017,,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.9
2017,Early neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2017,Late neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2018,,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.0
2018,Early neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2018,Late neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2019,,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2019,Early neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2019,Late neonatal,,2500 to 2999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2005,,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2005,Early neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2005,Late neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2006,,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2006,Early neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2006,Late neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2007,,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2007,Early neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2007,Late neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2008,,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2008,Early neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2008,Late neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2009,,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2009,Early neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2009,Late neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2010,,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2010,Early neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2010,Late neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2011,,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2011,Early neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2011,Late neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2012,,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2012,Early neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2012,Late neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2013,,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2013,Early neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2013,Late neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2014,,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2014,Early neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2014,Late neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2015,,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2015,Early neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2015,Late neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2016,,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2016,Early neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2016,Late neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2017,,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2017,Early neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2017,Late neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2018,,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2018,Early neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2018,Late neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2019,,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2019,Early neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2019,Late neonatal,,3000 to 3499,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2005,,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2005,Early neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2005,Late neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2006,,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2006,Early neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2006,Late neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.1
2007,,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2007,Early neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2007,Late neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2008,,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2008,Early neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2008,Late neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2009,,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2009,Early neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2009,Late neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.1
2010,,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2010,Early neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2010,Late neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.1
2011,,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2011,Early neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2011,Late neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.1
2012,,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2012,Early neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2012,Late neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.1
2013,,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2013,Early neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2013,Late neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.1
2014,,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2014,Early neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2014,Late neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.1
2015,,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2015,Early neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2015,Late neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.1
2016,,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2016,Early neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2016,Late neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.1
2017,,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2017,Early neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2017,Late neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.1
2018,,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2018,Early neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2018,Late neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.1
2019,,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2019,Early neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2019,Late neonatal,,3500 to 3999,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.1
2005,,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2005,Early neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2005,Late neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.1
2006,,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2006,Early neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2006,Late neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.1
2007,,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2007,Early neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2007,Late neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.1
2008,,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2008,Early neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2008,Late neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.2
2009,,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2009,Early neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2009,Late neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.2
2010,,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2010,Early neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2010,Late neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.2
2011,,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2011,Early neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2011,Late neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.2
2012,,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2012,Early neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2012,Late neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.2
2013,,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2013,Early neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2013,Late neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.1
2014,,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2014,Early neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2014,Late neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.1
2015,,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2015,Early neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2015,Late neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.1
2016,,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2016,Early neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2016,Late neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.2
2017,,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2017,Early neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.2
2017,Late neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.2
2018,,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
